candidate_id,candidate_name,final_score,semantic_score,skill_score,behavioral_score,career_score,achievement_score,rank,recommendation_reason
CAND_0000033,Shreya Nair,39.371576007101275,0.5782680988311768,0.0,0.4525,0.3,0.1766,15,"Graphic Designer with 8.6 yrs; 2 AI/ML-related skills; response rate 0.08; missing: embeddings, retrieval"
CAND_0000049,Tanya Chowdary,39.280581560399796,0.6096039175987243,0.0,0.55,0.2,0.1,16,"Mechanical Engineer with 11.8 yrs; 1 AI/ML-related skills; response rate 0.59; missing: embeddings, retrieval"
CAND_0000015,Rahul Agarwal,39.22777328401803,0.6856486976146697,0.0,0.545,0.3,0.0,17,"Software Engineer with 5.4 yrs; 0 AI/ML-related skills; response rate 0.32; missing: embeddings, retrieval"
CAND_0000037,Ved Sen,38.92113216194842,0.5970353722572327,0.0,0.535,0.4,0.15,18,"Business Analyst with 14.3 yrs; 1 AI/ML-related skills; response rate 0.78; missing: embeddings, retrieval"
CAND_0000036,Ananya Bose,38.867710086537734,0.5854156315326691,0.0,0.3999999999999999,0.5,0.0,19,"Project Manager with 11.3 yrs; 0 AI/ML-related skills; response rate 0.40; missing: embeddings, retrieval"
CAND_0000019,Myra Mishra,38.84800228012933,0.6050222873687745,0.0,0.595,0.3,0.0,20,"Project Manager with 6.5 yrs; 0 AI/ML-related skills; response rate 0.34; missing: embeddings, retrieval"
CAND_0000023,Kavya Nair,38.146998687452744,0.6811682164669037,0.0,0.6225,0.2,0.097,21,"Software Engineer with 3.7 yrs; 0 AI/ML-related skills; response rate 0.57; missing: embeddings, retrieval"
CAND_0000005,Aisha Sethi,38.01833691828781,0.6115996241569519,0.0,0.365,0.4,0.0,22,"Accountant with 11.0 yrs; 1 AI/ML-related skills; response rate 0.37; missing: embeddings, retrieval"
CAND_0000030,Ritu Pillai,37.485424079951315,0.5771422177553177,0.0,0.42250000000000004,0.3,0.0934,23,"Marketing Manager with 10.0 yrs; 1 AI/ML-related skills; response rate 0.66; missing: embeddings, retrieval"
CAND_0000009,Amit Shah,37.4406800829702,0.590627133846283,0.0,0.5,0.2,0.05,24,"Mechanical Engineer with 11.0 yrs; 0 AI/ML-related skills; response rate 0.53; missing: embeddings, retrieval"
CAND_0000027,Avni Pandey,37.32754590125879,0.6838058531284332,0.15625,0.6725000000000001,0.0,0.0772,25,"DevOps Engineer with 3.9 yrs; 2 AI/ML-related skills; response rate 0.58; missing: embeddings, ranking"
CAND_0000007,Vihaan Bose,36.94028085536427,0.6122619926929473,0.0,0.64,0.2,0.0,26,"Civil Engineer with 5.5 yrs; 0 AI/ML-related skills; response rate 0.62; missing: embeddings, retrieval"
CAND_0000004,Anil Bose,36.622434423698316,0.5814346343278884,0.0,0.45500000000000007,0.4,0.15,27,"Marketing Manager with 3.8 yrs; 1 AI/ML-related skills; response rate 0.26; missing: embeddings, retrieval"
CAND_0000024,Rajesh Arora,36.391951388676965,0.5920759201049804,0.0,0.5275,0.2,0.09259999999999999,28,"HR Manager with 7.5 yrs; 0 AI/ML-related skills; response rate 0.78; missing: embeddings, retrieval"
CAND_0000022,Shaurya Chatterjee,36.19861504567994,0.6264683663845062,0.0,0.5050000000000001,0.5,0.05,29,"Mechanical Engineer with 1.1 yrs; 0 AI/ML-related skills; response rate 0.27; missing: embeddings, retrieval"
CAND_0000044,Vihaan Naidu,35.99714604987701,0.6671840727329253,0.1175,0.4575,0.1,0.013000000000000001,30,"Frontend Engineer with 5.7 yrs; 2 AI/ML-related skills; response rate 0.66; missing: embeddings, retrieval"
CAND_0000013,Pari Nair,35.58152210797205,0.6220657110214234,0.0,0.4375,0.5,0.07120000000000001,31,"Civil Engineer with 1.1 yrs; 1 AI/ML-related skills; response rate 0.28; missing: embeddings, retrieval"
CAND_0000018,Vivaan Reddy,35.49983802398046,0.6794257640838623,0.0,0.36,0.1,0.0,32,"Frontend Engineer with 6.6 yrs; 2 AI/ML-related skills; response rate 0.16; missing: embeddings, retrieval"
CAND_0000016,Aanya Malhotra,35.34426217179828,0.5868151187896729,0.0,0.5175000000000001,0.2,0.1358,33,"Accountant with 5.3 yrs; 1 AI/ML-related skills; response rate 0.64; missing: embeddings, retrieval"
CAND_0000034,Yash Chatterjee,35.27338722046879,0.5899541318416596,0.0,0.38,0.3,0.0,34,"Business Analyst with 14.5 yrs; 0 AI/ML-related skills; response rate 0.15; missing: embeddings, retrieval"
CAND_0000047,Avni Bansal,34.70853555421034,0.5772604525089264,0.0,0.505,0.5,0.05,35,"Project Manager with 2.4 yrs; 0 AI/ML-related skills; response rate 0.39; missing: embeddings, retrieval"
CAND_0000020,Aditya Iyengar,34.45491140812636,0.6092593848705291,0.0,0.455,0.2,0.05,36,"Mechanical Engineer with 6.3 yrs; 1 AI/ML-related skills; response rate 0.55; missing: embeddings, retrieval"
CAND_0000017,Anil Pandey,34.10356380144754,0.5992746353149414,0.0,0.235,0.2,0.15,37,"Accountant with 12.3 yrs; 0 AI/ML-related skills; response rate 0.27; missing: embeddings, retrieval"
CAND_0000040,Dev Vora,33.97649955736266,0.5934822320938111,0.0,0.405,0.5,0.05,38,"Customer Support with 1.6 yrs; 0 AI/ML-related skills; response rate 0.46; missing: embeddings, retrieval"
CAND_0000029,Priya Sethi,33.85944842010736,0.5772197306156158,0.0,0.36250000000000004,0.2,0.08499999999999999,39,"Business Analyst with 7.2 yrs; 1 AI/ML-related skills; response rate 0.12; missing: embeddings, retrieval"
CAND_0000042,Riya Mukherjee,33.47972929212782,0.5973052978515625,0.0,0.44,0.2,0.15,40,"HR Manager with 5.0 yrs; 1 AI/ML-related skills; response rate 0.58; missing: embeddings, retrieval"
CAND_0000026,Neha Rao,33.153714826438154,0.5886392235755921,0.0,0.48500000000000004,0.1,0.05,41,"Graphic Designer with 6.8 yrs; 1 AI/ML-related skills; response rate 0.59; missing: embeddings, retrieval"
CAND_0000039,Sai Saxena,33.10453847249349,0.5877487182617188,0.0,0.52,0.2,0.0,42,"Marketing Manager with 3.9 yrs; 1 AI/ML-related skills; response rate 0.52; missing: embeddings, retrieval"
CAND_0000002,Saanvi Sethi,33.09771713230345,0.6025796413421631,0.0,0.28500000000000003,0.2,0.0,43,"Operations Manager with 12.5 yrs; 0 AI/ML-related skills; response rate 0.29; missing: embeddings, retrieval"
CAND_0000003,Yash Agarwal,33.07759582979811,0.6080660670995712,0.0,0.43500000000000005,0.5,0.0,44,"Customer Support with 1.1 yrs; 1 AI/ML-related skills; response rate 0.46; missing: embeddings, retrieval"
CAND_0000028,Rohan Krishnan,32.80169493390454,0.5799231827259064,0.0,0.45,0.5,0.05,45,"Operations Manager with 1.1 yrs; 2 AI/ML-related skills; response rate 0.14; missing: embeddings, retrieval"
CAND_0000008,Shaurya Chatterjee,32.77339026778936,0.5923828661441802,0.0,0.31500000000000006,0.5,0.05,46,"Operations Manager with 3.6 yrs; 1 AI/ML-related skills; response rate 0.42; missing: embeddings, retrieval"
CAND_0000006,Rajesh Desai,32.562571802536645,0.5948720216751099,0.0,0.41999999999999993,0.1,0.0,47,"Business Analyst with 6.0 yrs; 0 AI/ML-related skills; response rate 0.12; missing: embeddings, retrieval"
CAND_0000011,Deepak Desai,32.51552607674731,0.6913786113262177,0.0,0.5175000000000001,0.0,0.1646,48,"QA Engineer with 2.0 yrs; 0 AI/ML-related skills; response rate 0.56; missing: embeddings, retrieval"
CAND_0000035,Vikram Verma,32.362084291146864,0.6681680858135224,0.0,0.39,0.0,0.1,49,"Full Stack Developer with 4.3 yrs; 2 AI/ML-related skills; response rate 0.34; missing: embeddings, retrieval"
CAND_0000012,Anjali Krishnan,29.68724899215831,0.5844592392444611,0.0,0.235,0.5,0.0,50,"Operations Manager with 1.1 yrs; 1 AI/ML-related skills; response rate 0.16; missing: embeddings, retrieval"
